Nome;CNPJ;UF;CNAE Principal;CNAE Sec;Telefone;Email
;63497485000190;SP;4772500;;(11) 11481288;GRSTOREIMPORTS.ATENDIMENTO@GMAIL.COM
;63505266000106;BA;4772500;4781400;(11) 13359790;GEANDROSANTOSSILVASILVA@GMAIL.COM
;63523231000108;SP;4772500;;(11) 0;LAVINYA.COSMETICOS@GMAIL.COM
;63546247000128;SP;4772500;4757100;(11) 11111111;DANIEL_FUT_500@HOTMAIL.COM
COSMEDICOS;63573259000141;MA;4772500;;(98) 11111111;TOUTIPERFUMESSLZ1@GMAIL.COM
;63575340000160;SP;4772500;;(11) 16926565;RAFFAELBRANDELRB@GMAIL.COM
;00008954000140;SP;4772500;;;
;04955052000172;SP;4772500;9602501,9602502;;
PERFUMARIA DO CAJU;00015692000141;SP;4772500;;;
;03336301000189;SP;4772500;;;
;01703352000176;CE;4772500;4755501,4755502,4755503,4754702,4759801;(85) 03473840;
DI PERFUMARIA;03385459000149;SP;4772500;;;
;03067239000339;MG;4772500;;;
O BOTICARIO;00114200000175;MG;4772500;9602502,8299799,4646001;;
;00117254000194;SP;4772500;;;
BEAUTY PERFUMARIA;05054513000107;SP;4772500;;;
RICARDO LUIS PERRONE JUNQUEIRA ME;93667087000136;RS;4646001;4649408;;
;01760597000135;SP;4772500;;;
LOJA DE CONVENIENCIAS LUCAS;03434619000100;PR;4772500;;;
;05102886000106;SP;4646001;;;
;05152136000130;RJ;4772500;;;
VEGA PERFUMES E COSMETICOS;03512127000188;DF;4772500;;;
GOODS STORE;00224839000103;SP;4772500;;;
PERFUMARIA SOUZA;03545672000170;SP;4772500;;;
POSTO DE VENDA DE MEDICAMENTOS SAO JOAO;00253785000104;SP;4772500;;;
MORAES REPRESENTACOES;05216316000139;MA;4772500;;;
ANDREIA COSMETICOS;03567407000193;SC;4772500;;;
;03579147000176;RJ;4772500;8299799;;
;03607544000104;RS;4772500;;;
;05286192000168;RJ;4772500;;;
POLICLINICA DO K-11;05297641000173;RJ;4772500;;;
SO FRALDAS;05313752000126;SC;4772500;4755503,4781400;;
TRANSITO;00352685000135;BA;4772500;;;
MAHA LAKSMI;00363161000140;SP;4646001;4639701,4693100,4772500,4781400,4789001,6810202;;
PRO ESTETICA REGINA S;97112288000128;RS;4646001;;;
;00451798000198;SP;4772500;;;
CASA DE BELEZA SOIDE;03757073000110;AC;4772500;;;
;00474295000138;CE;4772500;;;
GLOBO DISTRIBUIDORA;03782574000157;TO;4772500;;;
PERFUMARIA ARCO IRIS;02105661000107;RJ;4772500;;;
;00595199000490;DF;4772500;;;
LA BELLA FORMA;00502353000190;SC;4772500;;;
;00510531000124;SP;4772500;4782201,4761003,4789001,4763601;;
;05513649000120;MG;4772500;;;
CARDOSO DISTRIBUIDORA DE COSMETICOS;01566238000222;BA;4772500;;;
LACQUA DI FIORI;01598869000495;RJ;4772500;;;
;00606728000161;SP;4772500;;;
;03174756000226;PR;4772500;;;
;05594542000153;RJ;4772500;;;
;00623072000195;SP;4772500;;;
JAZZ PRESENTES LTDA;02248768000104;RJ;4772500;4757100,4763601,4789001;;
DESTAK;02840669000206;AL;4646001;;;
O BOTICARIO;03410042000270;RJ;4772500;4646001,4646002,8299799;;JLPCOMERCIO.ADM@GMAIL.COM
;03532187000243;RJ;4772500;;;
;03622421000304;SP;4646001;;;
CY COSMETICOS & CIA;02352842000138;BA;4772500;4759899;;
O BOTICARIO;04826471000295;CE;4772500;;;
;02400411000108;RJ;4772500;4646001;;FLAVIOCONTABILIDADEADVOCACIA@GMAIL.COM
;05424405000251;SE;4772500;;;
;05785851000100;RS;4772500;;;
;04147889000195;SP;4772500;;;
;04155601000124;SP;4772500;;;
;02515669000141;SP;4772500;;;
;05918549000183;EX;4646001;;;
;00942880000115;RS;4646001;4649401,4669999,4753900,4772500;;
BIBELOT;00944895000112;AL;4772500;;;
;24359804000220;RN;4772500;;;
;04328171000103;AC;4772500;;;
DULMSDER;27036805000222;RJ;4772500;;;
BIANCA COSMETICOS E PERFUMARIA;06021408000126;BA;4772500;4761003,4781400,4789001;;
PORTAL COSMETICOS;02634976000141;SP;4772500;4789001,9602501;;
DUARTE REPRESENTACOES;06051096000101;MA;4772500;;;
ASTROLOGIA AROMATERAPEUTICA ROSA DOS VENTOS;01024945000106;SP;4772500;;;
LILICA COSMETICOS;06058525000164;BA;4772500;;;
FLOR COSMETICOS;02660927000183;PI;4772500;;;
AGUA DE CHEIRO;06070530000192;DF;4772500;;;
ESSENCIA COSMETICOS;02694059000152;PR;4772500;;;
D'AZUR PERFUMES;06131094000114;SP;4772500;4711302,4755502,4755503,4782201,4782202,4761003,4783101,4789001,4763601;;
;55173934000117;SP;4772500;;;
DISTRIBUIDORA POLIANA;01093699000144;GO;4646001;;;
;01094922000178;SP;4772500;;;
;06138450000121;BA;4772500;4771701,4773300;;
EMPORIO DAS UNHAS;02724092000188;MG;4772500;4618401,4618499,8599699;;
O BOTICARIO;02748188000186;RS;4772500;;;
DISTRIBUIDORA 3R;35503366000168;PB;4772500;1321900;;
;06180744000111;BA;4772500;;;
;41211491000520;PB;4772500;;;
;55928063000102;SP;4772500;;;
LABELLE COSMETICOS;06230812000100;BA;4772500;;;
BRILHOS COMERCIO ATACADISTA;04558503000138;ES;4646001;;;
;04584901000129;RJ;4772500;;;
VIELLE COSMETICOS;36515187000103;RJ;4772500;;;
DH COSMETICOS;74560095000134;SP;4772500;;;
GRUPO GLOBAL SOLUTIONS;06304393000103;SP;4772500;5250805,4930202,4930201,4930203,5211799;(11) 11111111;L.TVIEIRA@OUTLOOK.COM
KENA HAIR;74636689000181;SP;4772500;;;
NOVAFARMA DROGARIA;02872962000166;RS;4772500;;;
COMERCIAL SOUZA;06348321000168;MG;4772500;;;
MAINE BEAUTY;04671307000175;BA;4772500;;;
SALAO L & J;04677604000128;BA;4772500;;;
;06373715000176;PR;4772500;;;
DEPOSITO BELA VISTA;57565517000145;SP;4772500;;;
;04702298000132;BA;4772500;;;
CENTRAL DAS ESSENCIAS;04723717000112;SE;4772500;2062200,4789005;;
LAURA;04742481000161;SP;4772500;;;
;21174305000190;MG;4646001;4646002,4649499;;APOIO@EXITUMEMPRESARIAL.COM.BR
;39202254000128;RJ;4772500;4761003,4789001;;
;21398961000176;MG;4772500;;;
;58781436000145;SP;4772500;;;
;07008091000150;SP;4772500;4759899,4761003,4763601,4781400,4784900,4789001;;
CHARM BELEZA & CIA;01436397000121;MG;4772500;;;
;21881552000126;MG;4772500;;;
;74631649000228;SP;4772500;;;
SINHUK COSMETICOS;07044854000119;PR;4646001;;;
;03100299000144;AM;4772500;;;
JOAO ALDIR PANOSSO;07069173000105;RS;4772500;;;
;40798829000104;RN;4646001;;;
AROMA;04895827000161;RO;4772500;;;
;01487020000100;SP;4772500;;;
TEM VEICULOS;04911853000136;SP;4772500;4511101,4511102,4512901,6619302,6619399;;
SALVENA;81043085000278;PR;4772500;4729699,4771703,4771702,4771701;;
NEWPHAR;59653261000153;SP;4772500;4930202,7020400;(11) 11111111;JNGOLLO@NEWPHAR.COM.BR
;82165564000220;SC;4772500;;;
BELLA CUT'S;41080417000199;PE;4772500;;;
;41084948000150;PE;4646001;;;
;07106502000140;AP;4772500;;;
;86741501000225;GO;4772500;;;
DINPCOS;78782828000136;PR;4772500;;;
GRENIER COSMETICOS;01548230000152;MT;4646001;;;
;03198172000100;MG;4772500;;;
;91176776000384;RS;4772500;8299799;;
;01607904000142;SP;4646001;;;
FELINA COSMETICOS;07218523000158;SC;4772500;9602502;;
;03269068000169;PE;4772500;;;
W BECARI IMPORTACAO;61278909000109;SP;4646001;;;
COSMETIQUE BRASIL DISTRIBUIDORA;03292035000130;RS;4772500;;;
SANTAL EMBALAGENS;07266283000167;RJ;4772500;;;
TYOI;07267710000121;SP;4772500;;;
;07269648000107;PE;4772500;;;
FEITO POR MIM;07331496000125;SP;4772500;;;
;25353996000140;MG;4772500;;;
DROGARIA PIAUI;09580481000126;PI;4772500;;;
CRISTAL STAR SALAO DE BELEZA, COSMETICOS E PERFUMARIA;48656094000188;SP;4772500;4781400,9602501,6619302,5611203,9609206,9602502;;
PERFUMARIA CHRISTINE;28303618000140;RJ;4772500;4789099;;
O BOTICARIO;84571231000145;RO;4772500;;;
;48883888000184;SP;4772500;4729602,4729699,8219999,9002701,9512600,9521500;;
;66130121000166;SP;4772500;;;
LAFI COSMETICOS;85267045000180;SC;4772500;4754701,4789001,8230001,8599604;;
PERFUMARIA E PRESENTES ITACOLOMY;66383068000105;MG;4772500;;;WALTINHO@UAI.COM.BR
;66555749000103;SP;4772500;;;
;67490193000187;SP;4772500;;;
CENTRAL DO CABELEIREIRO;12960738000180;AL;4772500;;;
DIWAN;12983557000179;RN;4772500;4789005;;
CORINA COSMETICOS;13057617000195;BA;4772500;;;
;89411300000177;RS;4646001;;;
;32202046000180;RJ;4772500;4757100,4763601,4789001;;
;32261463000101;RJ;4772500;;;
;69160406000138;SP;4772500;;;
VELLOSO PERFUMARIA E COSMETICOS;05818544000189;AM;4772500;;;
;70322920000101;RN;4772500;;;
PERFUMARIA CORAL;53605770000124;SP;4772500;;;
;33462151000110;RJ;4772500;;;
'O BOTICARIO';71995526000105;SP;4772500;8299799;;
;54671383000159;SP;4772500;;;
;72469323000130;PR;4772500;4729699,9602502;;
NATU ART;34790014000178;RR;4772500;;;
O BOTICARIO;17059304000127;MG;4772500;4753900,8299799;;
MORENA D' AGUA;07432358000132;SP;4772500;;;
;07676905000125;SP;4646001;;;
;04916742000112;RJ;4646001;4645101,4644301,4644302,4646002,4649408,4645102,4689399,4773300,4772500,4771704,4789099,4771701;;
;07067800000179;RS;4646001;;;
;05763295000171;PR;4772500;;;
LETICIA MODAS;03915825000124;PA;4772500;4781400,4755503,4782201,4761003,4751201;;
O BOTICARIO;00676797000141;BA;4772500;;;
;68893502000122;SP;4772500;;;
;06324152000126;PR;4772500;;;
;06893990000110;SP;4772500;;;
ARTE E BELEZA;07013313000123;RS;4772500;;;
POLIVARIEDADES;07157643000192;RR;4772500;;;
INSTITUTO DE BELEZA CAPRICHO;07182972000193;MA;4772500;;;
JOANA PERFUMES;07196607000138;MA;4772500;;;
;07250480000198;SP;4772500;;;
;07468864000181;MG;4772500;;;CAMILATOLEDOAP@GMAIL.COM
IRMA COSMETICOS;00247685000175;BA;4646001;;;
PEROLA ARTIGOS PARA PRESENTES;03622532000159;BA;4772500;;;
HULY COSMETICOS;97072169000199;RS;4772500;;;
;05396417000139;SP;4772500;;;
;05554767000186;RS;4772500;;;
;02329816000199;DF;4772500;9602502;;
;05958100000149;SP;4772500;;;
;04400684000170;RS;4772500;;;
O BOTICARIO;01127214000196;AM;4772500;8299799;;
;74245820000180;SP;4772500;;;
;04693721000185;SP;4772500;;;
RENAJE BARROS ESTHETICIENNE CENTRO DE DERMOPIGMENTAO DE;04733422000127;SP;4772500;;;
SEABRA PERFUMES;40563314000117;BA;4772500;8299799;;
BLACK TESTA CABELEIREIROS;07107945000156;SP;4772500;;;
OUI;07214001000188;SP;4772500;;;
O BOTICARIO PRODUTOS NATURAIS;07215389000131;PA;4772500;8299799;;
BAZAR SANTA RITA;63260913000167;BA;4772500;;;
;83201764000172;SC;4772500;8299799;;
CASA COSTA;84869353000112;PR;4772500;;;
;31672710000191;RJ;4772500;4729699,4761003,4789001,4789005;;
CHEIROS NATURAIS;16098121000158;BA;4772500;4646001,4646002,8299799;;MEIRAEGOMES@GMAIL.COM
;04627291000284;SP;4772500;4641903,4646001,4649499,4686902,4712100,4744005,4755502,4755503,4761003,4782201,4782202,4789001,4789099;;
;05983593000177;RS;4772500;;;
CASA DA BELEZA;04801192000196;TO;4772500;;;
;04862958000142;SP;4772500;;;
;04933216000160;SP;4772500;;;
;04935965000127;MG;4772500;;;
;65900433000149;SP;4772500;;;
;05554072000102;SP;4772500;;;
RIO BEL;04242554000156;RJ;4772500;4789099;;
;05318372000184;MG;4772500;;;
CLAUDETE COSMETICOS;00383863000195;SP;4772500;;;
;00566694000200;CE;4772500;;;
POTYRA AROMAS DA TERRA;05476409000100;SE;4772500;;;
;00548615000157;PR;4646001;;;
;03962265000169;PB;4772500;;;
;00683816000167;RJ;4772500;;;
;02687231000140;RS;4772500;;;
;04668252000144;SP;4772500;;;
;04877507000189;RS;4772500;;;
;07133258000105;SP;4772500;;;
PERFIL COSMETICOS;07283001000130;SP;4772500;4781400;;
TOSHIMAR COSMETICOS;47821848000145;SP;4772500;4646001,4729699,4789001,4789004;;
;34097147000163;RJ;4772500;;;
O BOTICARIO;15183775000117;BA;4772500;8299799,4646001;;JFCBA@HOTMAIL.COM
;18481900000163;SP;4772500;4781400;(00) 00000000;BETHNATURA3@HOTMAIL.COM
MONICA NUNES TAVARES NARZISI;19003098000169;SP;4772500;4781400,4782202,4789001,4761003;(12) 12345678;NAOPOSSUI@NAOPOSSUI.COM.BR
;19061229000750;SP;4772500;;(11) 11111111;MARCIA@GRUPOOYAMA.COM.BR
AVANT DISTRIBUIDORA;20980725000109;AL;4646001;2063100,4618401,4639701,4646002,4649401,4649402;(82) 11111111;CONTABILNET_@HOTMAIL.COM
;21827800000150;SP;4772500;;(0) 0;
;22512106000107;RJ;4772500;4755502,7319003,4729699;(21) 0;mauricioreiscosta@hotmail.com
;14801454000176;PE;4772500;5320202,4729699,7319002,4754702,4782201,4757100;(81) 00000000;LOJASDYNAMUSALES@GMAIL.COM
;25244663000182;SP;4772500;4713002,8219999,5229099,7420001;(00) 00000000;CRISTIANOMARTINO@HOTMAIL.COM
;10689822000185;MG;4772500;4712100,8219999;(31) 00010001;FELIPE@ULTRABRILHO.COM.BR
;14604721000115;SP;4772500;;(11) 00000000;carlll.as@live.com
SEPHORA USA;23544873000160;EX;4772500;;;JOAOPAULO.BITTENCOURT@SEPHORA.COM
;12306417000166;PI;4772500;4789099,4721103,4723700,4729699,4741500,4721102,4789005;(00) 00000000;MARIALUIZARSOUSA5@GMAIL.COM
;20412296000165;SP;4772500;7319002,7319003;(19) 19343930;ELAINEGOESJEQUITI@OUTLOOK.COM
;26896151000163;RJ;4772500;4744099,4763601,4755503,4771701,4753900,4789099,4763604,3321000,4744001,4763602;(21) 12175040;progressojac@gmail.com
RHYDE SHOP;26979080000162;SP;4772500;4712100,4744001,4755502,4755503,4759899,4761001,4761003,4763601,4789004,4789099,6920602,7020400,8211300,8219999;(11) 00000001;CONTATO@CONTATO.COM.BR
;28645857000188;SP;4646001;4772500,8211300,8219999,9602501;(11) 19416006;AM.FORMEN@HOTMAIL.COM
;28656162000100;SP;4772500;5620104,4330404,9602501,4321500;(00) 00000000;DILMAASSIS@GMAIL.COM
;26457916000169;SP;4772500;1351100,1412601,1412602,1412603,1413403,4744003,4744004,4744099,4751201,4752100,4753900,4755503,4757100,4759801,4773300,4781400,4789004;(11) 00000000;JACKSON.CASAJK@GMAIL.COM
;30282025000196;SP;4772500;;(19) 18945777;elainemyriam@hotmail.com
;30443512000193;MG;4772500;;(31) 0;lynneazevedo@live.com
;30953839000105;RJ;4772500;4755502,4753900,5211702,4330404;(22) 00000000;LEONARDOLUCIANO299@GMAIL.COM
;31387554000117;SP;4772500;4789005,4930201,4930202;(11) 0;scarpellicontabilidade@gmail.com
;31710855000130;SP;4772500;;(11) 13297175;dptopessoal@contabilnavarro.com.br
;32152151000151;RJ;4772500;3211602,4789001,1749400,2399101,3212400,1359600,1529700,9602501,4729699,1092900,2349499,3299006,1629302,4789005;(21) 00000000;CACAUMIRANDAOLIVEIRA@GMAIL.COM
;32200437000165;PB;4772500;;(21) 00000000;MATIASZACC@GMAIL.COM
;32472496000192;SP;4772500;;(11) 14974286;servicoscontabeis1707@hotmail.com
;32725088000103;SP;4772500;;(11) 13686308;JULIANE@WSCONTABILIDADE.COM.BR
;32736038000113;MA;4772500;4781400;(98) 0;
;33782332000124;RJ;4772500;4781400;(0) 0;
;33794347000102;RJ;4772500;9602501,9602502;(0) 0;
;34035210000137;RJ;4772500;4781400;(21) 0;
;34315342000112;SP;4772500;7319002;(0) 0;lenepinheiro29@hotmail.com
;35079737000126;CE;4772500;4781400,8599604,9602502;(00) 00000000;CORRINHAMARCOLINO1@HOTMAIL.COM
;35118927000105;SP;4772500;4781400,4789001,3299006;(11) 00000000;ANAAMAZONALOJA@GMAIL.COM
;35729355000109;RJ;4772500;;(0) 0;
;35897033000160;SC;4772500;4789001;(00) 00000000;NAYDR2013@GMAIL.COM
;36067451000193;SC;4772500;;(0) 0;COSMETICOSLAMOUR1@OUTLOOK.COM
;36172941000150;RJ;4772500;;(21) 00000000;SONIAMGOMESS73@GMAIL.COM
;36777734000129;ES;4772500;4781400,4755502,4755503,1099605,9602502,4782201,4789004,4789005;(11) 14751982;7XPLENA@GMAIL.COM
;36997725000143;SP;4772500;4729699;(15) 0;ALISSONCESARDELIMA@GMAIL.COM
;37215663000133;RS;4772500;4781400,4721103,4729699,5612100,4762800,4782201;(51) 0;SAMUELOLIVIO2011@GMAIL.COM
;37846112000178;RJ;4772500;;(21) 00000000;MILENA.ADM34@HOTMAIL.COM
;37975283000105;RJ;4772500;;(21) 0;MARCIASANTOS65@GLOBO.COM
FELICYOS;38191892000128;SP;4772500;4755502,4755503;(11) 00000000;MARCELOFELICIODOSSANTOS2019@GMAIL.COM
;39384954000180;RJ;4772500;;(21) 0;
;39573661000141;SP;4772500;4781400,5620102,5612100,4755503;(14) 00000000;MICHELEDECASSIA91@GMAIL.COM
;39760465000186;CE;4772500;;(85) 0;NEILA.SOUZA.0001@GMAIL.COM
;39839349000157;MG;4772500;4781400,4783101;(35) 0;
;40028899000175;RJ;4772500;4781400,3299099;(21) 0;ANA.BELLY1610@GMAIL.COM
;40121548000104;SP;4772500;4742300,4744003,4729699,4755502,4773300,4761003,4744001,4744099,4789005;(11) 00000000;FESTCOLORS.COSMETICOS@GMAIL.COM
;40235937000160;SP;4772500;9602501,4729699;(11) 00000000;MARC.COS.OLIVEIRA@HOTMAIL.COM
;40819968000169;SP;4772500;4713002,4751201,4752100,4753900,4754703,4755502,4757100,4759899,4761003,4763601,4781400,4782202,4789001,4789007,4789099;(11) 10809888;ROYALPRODUTOS@GMAIL.COM
;40885538000145;SP;4772500;4789099,4789005;(00) 00000000;SALERNO13@BOL.COM.BR
;40938016000164;SP;4772500;4789099,4789001,4723700,4721103,4755502;(00) 00000000;EC610404@GMAIL.COM
FR COSMETICOS;40792928000251;PE;4772500;4789001;(81) 11111111;
;41303797000183;SP;4772500;4763602;(11) 11111111;CAMYNATALI.CA@GMAIL.COM
;41424084000178;SP;4772500;;(19) 0;TAMIRES_PICCOLI@HOTMAIL.COM
;31317511000165;RJ;4772500;;(0) 0;otoniel.sabino@outlock.com
;42083433000106;SP;4772500;;(11) 0;GABI.ATHAYDE_@HOTMAIL.COM
;42135553000100;SP;4772500;4781400,4763601,4753900,4761002;(11) 00000000;MAYLA.STARK@HOTMAIL.COM
;42236121000187;SP;4772500;4789002,4789099,4781400,4789001,4755502,4759801,4755503,3299099,4782201,4783101;(12) 12345678;STORGI.VELASEAROMAS@GMAIL.COM
;42353525000150;SP;4772500;4723700,4742300,4744001,4757100,4759899,4789099,5211799,5320202,9602501;(11) 13061485;CONTATO@WILLCOMPANY.COM.BR
;42483429000127;SP;4772500;4781400,5211702;(00) 00000000;LELE_RIBER@HOTMAIL.COM
;43286744000127;MG;4772500;;(0) 0;SERGIOLAGOA2011@HOTMAIL.COM
KITE COSMETICOS;43354319000128;SP;4772500;;(5555) 13262306;CONTTEC@UOL.COM.BR
;37944072000105;ES;4772500;4755503;(0) 0;ISAELEVIANA@GMAIL.COM
;35970853000130;RJ;4772500;4721103,4723700,5612100,4721102;(00) 00000000;PACHECOMOREIRALUCAS@YAHOO.COM.BR
;39712834000165;PR;4772500;4789003,5620104,4781400,1096100,4789001,1092900,1091102,5611203,7990200,3212400,1091101;(00) 00000000;BEMSTARNATU@GMAIL.COM
ND2023 CONSULTORIA;43525469000157;RJ;4772500;4789099,8599699,4729699,7319002,8599604,8219999,8230001;(21) 0;DEBORA@NDCONSULTORIA.COM
;28302568000186;RJ;4772500;;(00) 00000000;LUANA.SAYAO@GMAIL.COM
;40698816000155;SP;4772500;4781400,4789099;(11) 14949181;DANIELAFARAUJOARAUJO@GMAIL.COM
;39594778000101;RO;4772500;9602501,4789001,9602502;(69) 00000000;CLAUDIANECANDIOTASILVA@GMAIL.COM
;44164108000195;SP;4772500;;(0) 0;RODRIGUES.A2506@GMAIL.COM
HELLAS NAIL SPA;44214439000192;SP;4772500;8690904,9602501,9602502;(11) 13618717;CONTATOHELLASNAILSPA@GMAIL.COM
;44330541000153;RJ;4772500;4789002,8599699,3299099,8230001;(21) 0;SRAKSABOARIANATURAL@GMAIL.COM
;44473709000180;SP;4772500;;(11) 0;ML.MARGARIDO@UOL.COM.BR
;44482790000164;SP;4772500;;(00) 00000000;FLORDEJASMIMBRANCO@GMAIL.COM
;44532577000110;MG;4772500;4781400,4789099,4789001,4755502,4755503,4763601,4783101;(31) 0;JULIANAAPGSOUSA9379@GMAIL.COM
MIX BRASIL COSMETICOS;44760030000171;RJ;4646001;4772500;(21) 11111111;LUFARI@HOTMAIL.COM
;44801722000110;PA;4772500;4781400,4789099,1412602,4755502,1340599;(91) 00000000;ATAIZA.TRINDADE@GMAIL.COM
BIG STORE 80;44855210000137;SP;4772500;4781400,4789001,4759899,4755502,4763602,4755503,4763601,4789005;(11) 00000000;BIG.STORE80@OUTLOOK.COM
;44901143000140;SP;4772500;;(11) 10249055;JUNIORVASCONCELOS014@GMAIL.COM
;45207035000134;RJ;4772500;7319002,4759899,1749400;(21) 00000000;CLICKDIGITAL22@HOTMAIL.COM
YASMIN MAKE & ACESSORIOS;45215093000100;SP;4772500;4782202;(11) 12664251;MOREIRASILVA.CONTABIL@HOTMAIL.COM
;45476765000130;MG;4772500;4789001;(31) 0;INFONINA.JURIDICA@GMAIL.COM
;45540243000150;RJ;4772500;;(21) 11111111;XXXXX@XXXXXX.XXXXXX
;45695826000150;CE;4772500;4781400,7319002,4755503;(85) 0;MARIAGELMADESOUSAGELMA@GMAIL.COM
;45712069000186;SP;4772500;8599604,3299099;(11) 0;GABRIELAGOIA.PSI@OUTLOOK.COM
;46167468000176;RJ;4772500;4789099,4774100,4752100,4781400,4751201,4762800,4763602,4753900,4789008,4789007,4782201,4783102,4789005;(22) 00000000;KEYTHBRUM@HOTMAIL.COM
;46488455000107;RJ;4772500;4752100,4789099,4751201,4763601,4789008;(0) 0;CARJ25283@GMAIL.COM
;46572697000176;SP;4772500;;(11) 13744069;DEDEPADARIA0@GMAIL.COM
;47266677000130;SP;4772500;;(0) 0;SIMOSAGRADO@GMAIL.COM
;47501063000195;RJ;4772500;;(21) 0;MARCIACADAMASCO@HOTMAIL.COM
;47505047000170;SP;4772500;9529199,4781400,1412602,4789001,4755503,9529103;(00) 00000000;FATIMAMARY1020@GMAIL.COM
SNAKE SHOP COMERCIO;47605119000151;SP;4772500;4729699,4763602,4781400,4782201,4789099;(11) 11111111;MARKETPLACE.SNAKESHOP@GMAIL.COM
;47986794000178;RJ;4772500;;(21) 00000000;RAYSSAQUEIROZ@HOTMAIL.COM.BR
;48010819000166;SP;4772500;;(11) 11635483;CDCL1994@ICLOUD.COM
LUNDER;48110619000185;SP;4772500;4751201,4752100,4753900,4757100,4774100,4781400,4782201,4782202,4789001;(11) 16786167;LUNDERLTDA@GMAIL.COM
;48475624000191;RJ;4772500;5320202,5229099,4930201,5320201;(21) 00000000;JULIOCESARDEASSISASSIS02@GMAIL.COM
;48521095000115;SP;4772500;5229099;(11) 16587143;FELLIPECOSTA.SILVA@YAHOO.COM.BR
;48775744000104;RJ;4772500;;(21) 0;NEIDETELES1979@GMAIL.COM
;48880920000178;RJ;4772500;;(21) 0;LUCIANASOUZAVASCONCELLOS72@GMAIL.COM
;49117513000176;MG;4772500;;(34) 0;JANAINARO34@YAHOO.COM.BR
;49225891000173;RJ;4772500;;(0) 0;NASCIMENTOKASSULA@GMAIL.COM
;49242263000104;SP;4772500;;(0) 0;IONARSILVA16@GMAIL.COM
;49417220000104;ES;4772500;;(27) 0;NALUIZA29@GMAIL.COM
;49542364000192;SP;4772500;4781400;(11) 14529153;NAGUIMA@HOTMAIL.COM.BR
;49558238000126;PR;4772500;4789099,9609206,7723300,1340599,4783102;(0) 0;ALANA.RAFAELE17@GMAIL.COM
;49565056000182;SP;4772500;;(11) 0;BRUNOORDELUS5@GMAIL.COM
;49612599000103;RJ;4772500;4789099,4789001,4729699,4783102,4783101;(0) 0;PATYSS66@HOTMAIL.COM
;49912522000159;SP;4772500;4930201,4783101;(14) 10040972;LEVI.MATOSFM@GMAIL.COM
;50002735000122;SP;4772500;4789001;(11) 0;ELIPRESENTES.CASADEPERFUMARIA@GMAIL.COM
;50397799000170;SP;4772500;4753900;(11) 11111111;BRENDARIBEIRONABAS@GMAIL.COM
;50608615000173;SP;4772500;;(11) 10321045;LARADASILVAB@GMAIL.COM
;50615733000109;PE;4772500;5320202,4781400,8291100,8219999,4744099;(87) 12345678;LM@HOTMAIL.COM
;50650533000197;SP;4772500;4781400;(19) 0;RMORAES19.2023@GMAIL.COM
ND IMPORTS;50826554000110;GO;4772500;4751201,4759899,4761003,4781400,4782201,8599699,9602501;(11) 11111111;NANDAIMPORTADOS2@GMAIL.COM
;50908393000104;PR;4772500;4723700,8593700,8219999,5620104,4781400,4751201,5612100,8599603,4755503,4789007,4782201,5320201;(00) 00000000;S2.SOURCEE@GMAIL.COM
DILI MAGAZINE;50979994000108;SP;4772500;4530703,4541206,4744001,4751201,4753900,4755503,4757100,4759801,4759899,4761003,4763601,4763602,4774100,4781400,4782201,4789004,4789099;(11) 16092632;DILIMAGAZINEOFICIAL@GMAIL.COM
;51001590000108;SP;4772500;4789099,4781400,4755503;(11) 00000000;JULIASOUSA974@YAHOO.COM
;51034003000187;SP;4772500;;(11) 11111111;YASMINSELMADANIEL@GMAIL.COM
;51100701000133;SP;4772500;4520007,4520001;(19) 00000000;CRISMELLOAROMAS@GMAIL.COM
COSMETIZE;51457676000140;SP;4646001;4646002,4772500,7490104,8211300,8599604;(11) 15201731;JOSEPEREIRACARLOS.1990@GMAIL.COM
;51482837000155;SP;4772500;;(11) 0;RIC_ALE1978@HOTMAIL.COM
ESSENCIAS DE AMOR PERFUMARIA E COSMETICOS;51511174000150;RJ;4772500;;(21) 11111111;XXXXXX@XXXX.XXXX
;51542005000187;PB;4772500;4781400,4721104,4783101;(83) 0;MVF.DPTOCONTABIL@GMAIL.COM
;51656444000110;SP;4772500;;(11) 14110952;FERNANDSSMARIA@GMAIL.COM
;51703480000198;SP;4772500;4781400,4789099,4755502,4785799;(11) 15720703;ALEXSANDROQUEIROZMENDES@GMAIL.COM
;51790700000168;SP;4772500;;(11) 10521392;KARINA-PASCHOA@HORMAIL.COM
;51856860000162;SP;4772500;;(18) 0;DONACOSMETICOSSEX@GMAIL.COM
;52086869000102;BA;4772500;;(0) 0;KKCL2019@GMAIL.COM
;52116859000164;SP;4772500;;(11) 0;EBARBOSA230@GMAIL.COM
;52299648000104;SP;4772500;;(11) 17729310;FANTINICLAUDIA30@GMAIL.COM
;52363992000115;SP;4772500;;(11) 12132021;COSMETICOSSILVER@GMAIL.COM
;52480640000140;PR;4772500;;(41) 0;SCHMOLLER.ANDREIA@GMAIL.COM
;52565937000108;SP;4772500;;(0) 0;AAHONORIO5@GMAIL.COM
;52568718000182;RJ;4772500;4781400,4789001;(21) 12345678;DAZIOCUNHA@YAHOO.COM.BR
;52939649000176;SP;4772500;;(11) 0;MARIDUDAIVOOO@HOTMAIL.COM
